,original_language,original_title,overview,genre
1413,en,Sin City,"['welcom', 'sin', 'citi', 'town', 'beckon', 'tough', 'corrupt', 'brokenheart', 'call', 'dark', '…', 'hardboil', 'call', 'home', '—', 'crook', 'cop', 'sexi', 'dame', 'desper', 'vigilant', 'seek', 'reveng', 'other', 'lust', 'redempt', 'hope', 'littl', 'univers', 'unlik', 'reluct', 'hero', 'still', 'tri', 'right', 'thing', 'citi', 'refus', 'care']","['Thriller', 'Action', 'Crime']"
1414,fr,The Artist,"['hollywood', '1927', 'silent', 'movi', 'star', 'georg', 'valentin', 'wonder', 'arriv', 'talk', 'pictur', 'caus', 'fade', 'oblivion', 'spark', 'peppi', 'miller', 'young', 'dancer', 'set', 'big', 'break']","['Drama', 'Comedy', 'Romance']"
1415,en,The Rocky Horror Picture Show,"['sweetheart', 'brad', 'janet', 'stuck', 'flat', 'tire', 'storm', 'discov', 'eeri', 'mansion', 'dr', 'franknfurt', 'transvestit', 'scientist', 'innoc', 'lost', 'brad', 'janet', 'meet', 'hous', 'wild', 'charact', 'includ', 'rock', 'biker', 'creepi', 'butler', 'elabor', 'danc', 'rock', 'song', 'franknfurt', 'unveil', 'latest', 'creation', 'muscular', 'man', 'name', 'rocki', 'harriet', 'spawn', 'say', 'hello', 'credit', 'roll', '!']","['Comedy', 'Science Fiction', 'Fantasy', 'Horror']"
1416,en,The Man Who Knew Too Much,"['coupl', 'vacat', 'morocco', 'young', 'son', 'accident', 'stumbl', 'upon', 'assassin', 'plot', 'child', 'kidnap', 'ensur', 'silenc', 'take', 'matter', 'hand', 'save']","['Thriller', 'Mystery']"
1417,it,18 regali,"['elisa', 'forti', 'incur', 'diseas', 'take', 'husband', 'daughter', 'heart', 'stop', 'elisa', 'find', 'way', 'stay', 'close', 'gift', 'everi', 'birthday', 'adult', 'age', '18', 'gift', 'tri', 'accompani', 'child', 'growth', 'year', 'year']","['Drama', 'Family']"
1418,fr,Pupille,"['théo', 'given', 'adopt', 'biolog', 'mother', 'day', 'born', 'anonym', 'birth', 'mother', 'two', 'month', 'chang', 'mind', '…', 'not', 'child', 'welfar', 'servic', 'adopt', 'servic', 'spring', 'action', '…', 'former', 'take', 'care', 'babi', 'support', 'limbolik', 'time', 'period', 'uncertainti', 'latter', 'must', 'find', 'woman', 'becom', 'adopt', 'mother', 'call', 'alic', 'spent', 'last', 'ten', 'year', 'fight', 'child']",['Drama']
1419,pl,Zimna wojna,"['man', 'woman', 'meet', 'ruin', 'postwar', 'poland', 'vastli', 'differ', 'background', 'tempera', 'fatal', 'mismatch', 'yet', 'drawn']","['Drama', 'Romance', 'War', 'Music']"
1420,en,My Darling Clementine,"['wyatt', 'earp', 'brother', 'morgan', 'virgil', 'ride', 'tombston', 'leav', 'brother', 'jame', 'charg', 'cattl', 'herd', 'return', 'find', 'cattl', 'stolen', 'jame', 'dead', 'wyatt', 'take', 'job', 'town', 'marshal', 'make', 'brother', 'deputi', 'vow', 'stay', 'tombston', 'jame', 'killer', 'found', 'soon', 'run', 'brood', 'cough', 'harddrink', 'doc', 'holliday', 'well', 'sullen', 'viciou', 'clanton', 'clan', 'wyatt', 'discov', 'owner', 'trinket', 'stolen', 'jame', 'dead', 'bodi', 'stage', 'set', 'earp', 'longawait', 'reveng']","['Western', 'Romance', 'Drama']"
1421,en,The Swimmers,"['wartorn', 'syria', '2016', 'rio', 'olymp', 'two', 'young', 'sister', 'embark', 'riski', 'voyag', 'put', 'heart', 'swim', 'skill', 'heroic', 'use']","['Drama', 'History']"
1422,en,Dunkirk,"['stori', 'miracul', 'evacu', 'alli', 'soldier', 'belgium', 'britain', 'canada', 'franc', 'cut', 'surround', 'german', 'armi', 'beach', 'harbour', 'dunkirk', 'may', '26th', 'june', '4th', '1940', 'world', 'war', 'ii']","['War', 'Action', 'Drama']"
1423,en,Kung Fury,"['unfortun', 'seri', 'event', 'friend', 'kung', 'furi', 'assassin', 'danger', 'kung', 'fu', 'master', 'crimin', 'time', 'adolf', 'hitler', 'aka', 'kung', 'führer', ' ', 'kung', 'furi', 'decid', 'travel', 'back', 'time', 'nazi', 'germani', 'order', 'kill', 'hitler', 'end', 'nazi', 'empir']","['Action', 'Comedy', 'Science Fiction', 'Fantasy']"
1424,fr,En corps,"['elis', 'thought', 'perfect', 'life', 'ideal', 'boyfriend', 'promis', 'career', 'ballet', 'dancer', 'fall', 'apart', 'day', 'catch', 'cheat', 'stage', 'backup', 'suffer', 'injuri', 'stage', 'seem', 'like', 'might', 'not', 'abl', 'danc', 'ever']","['Comedy', 'Drama']"
1425,it,Fabrizio De André: Principe libero,"['biopic', 'person', 'artist', 'life', 'italian', 'songwrit', 'fabrizio', 'de', 'andré']","['Music', 'History']"
1426,cn,葉問2,"['defeat', 'best', 'fighter', 'imperi', 'japanes', 'armi', 'occupi', 'shanghai', 'ip', 'man', 'famili', 'settl', 'postwar', 'hong', 'kong', 'struggl', 'make', 'live', 'master', 'ip', 'open', 'kung', 'fu', 'school', 'bring', 'celebr', 'art', 'wing', 'chun', 'troubl', 'youth', 'hong', 'kong', 'grow', 'reput', 'soon', 'bring', 'challeng', 'power', 'enemi', 'includ', 'preemin', 'hung', 'gar', 'master', 'hung', 'quan']","['Action', 'History', 'Drama']"
1427,cs,Něco z Alenky,"['quiet', 'young', 'english', 'girl', 'name', 'alic', 'find', 'altern', 'version', 'realiti', 'chase', 'white', 'rabbit', 'becom', 'surround', 'live', 'inanim', 'object', 'stuf', 'dead', 'anim', 'must', 'find', 'way', 'nightmar', 'matter', 'twist', 'odd', 'way', 'must', 'memor', 'bizarr', 'screen', 'version', 'lewi', 'carrol', '’s', 'novel', '‘', 'alic', '’s', 'adventur', 'wonderland', '’']","['Animation', 'Fantasy', 'Adventure']"
1428,en,Bram Stoker's Dracula,"['19th', 'centuri', 'dracula', 'travel', 'london', 'meet', 'mina', 'young', 'woman', 'appear', 'reincarn', 'lost', 'love']","['Romance', 'Horror']"
1429,ko,복수는 나의 것,"['deaf', 'man', 'girlfriend', 'resort', 'desper', 'measur', 'order', 'fund', 'kidney', 'transplant', 'sister', 'thing', 'go', 'horribl', 'wrong', 'situat', 'spiral', 'rapidli', 'cycl', 'violenc', 'reveng']","['Action', 'Drama', 'Thriller']"
1430,en,Paddington 2,"['paddington', 'happili', 'settl', 'brown', 'pick', 'seri', 'odd', 'job', 'buy', 'perfect', 'present', 'aunt', 'luci', 'stolen']","['Adventure', 'Comedy', 'Family']"
1431,ja,あん,"['master', 'dorayaki', 'pastri', 'store', 'hire', '76yearold', 'woman', 'whose', 'talent', 'attract', 'custom', 'she', 's', 'hide', 'troubl', 'secret', 'life', 'joy', 'found', 'littl', 'detail', 'matter', 'may', 'weigh', 'everyon', 'love', 'good', 'pastri']",['Drama']
1432,en,"McFarland, USA","['track', 'coach', 'small', 'california', 'town', 'transform', 'team', 'athlet', 'championship', 'contend']","['Drama', 'Family']"
1433,en,The Verdict,"['frank', 'galvin', 'downonhisluck', 'lawyer', 'reduc', 'drink', 'ambul', 'chase', 'former', 'associ', 'remind', 'oblig', 'medic', 'malpractic', 'suit', 'serv', 'galvin', 'silver', 'platter', '—', 'all', 'parti', 'will', 'settl', 'court', 'blunder', 'way', 'preliminari', 'galvin', 'suddenli', 'realiz', 'case', 'actual', 'go', 'court', '—', 'to', 'punish', 'guilti', 'get', 'decent', 'settlement', 'client', 'restor', 'stand', 'lawyer']",['Drama']
1434,en,A Night at the Opera,"['marx', 'brother', 'take', 'high', 'societi', 'opera', 'world', 'bring', 'two', 'lover', 'togeth', 'sli', 'busi', 'manag', 'two', 'wacki', 'friend', 'two', 'opera', 'singer', 'help', 'achiev', 'success', 'humili', 'stuffi', 'snobbish', 'enemi']","['Comedy', 'Music']"
1435,fa,درباره الی‎‎,"['mysteri', 'disappear', 'kindergarten', 'teacher', 'picnic', 'north', 'iran', 'follow', 'seri', 'misadventur', 'fellow', 'travel']",['Drama']
1436,en,Scarface,"['1920', 'chicago', 'italian', 'immigr', 'notori', 'thug', 'antonio', 'toni', 'camont', 'shoot', 'way', 'top', 'mob', 'tri', 'protect', 'sister', 'crimin', 'life']","['Crime', 'Drama']"
1437,en,Apollo 13,"['true', 'stori', 'technic', 'troubl', 'scuttl', 'apollo', '13', 'lunar', 'mission', '1970', 'risk', 'live', 'astronaut', 'jim', 'lovel', 'crew', 'fail', 'journey', 'turn', 'thrill', 'saga', 'heroism', 'drift', '200000', 'mile', 'earth', 'astronaut', 'work', 'furious', 'ground', 'crew', 'avert', 'tragedi']","['Drama', 'History']"
1438,en,Baby Driver,"['coerc', 'work', 'crime', 'boss', 'young', 'getaway', 'driver', 'find', 'take', 'part', 'heist', 'doom', 'fail']","['Action', 'Crime']"
1439,zh,花木兰,"['barbarian', 'hord', 'threaten', 'homeland', 'brave', 'cun', 'mulan', 'disguis', 'male', 'soldier', 'swell', 'rank', 'age', 'father', 'stead', 'warrior', 'remark', 'courag', 'drive', 'power', 'battl', 'scene', 'brutal', 'wartim', 'strategi', 'mulan', 'lose', 'dear', 'friend', 'enemi', 'blade', 'rise', 'becom', 'one', 'countri', 'valuabl', 'leader', '—', 'win', 'war', 'secret', 'expos', '?']","['Adventure', 'Drama', 'Action']"
1440,fr,Le Grand Bleu,"['two', 'men', 'answer', 'call', 'ocean', 'romant', 'fantasyadventur', ' ', 'jacqu', 'enzo', 'pair', 'friend', 'close', 'sinc', 'childhood', 'share', 'passion', 'danger', 'sport', 'free', 'dive', 'profession', 'diver', 'jacqu', 'opt', 'follow', 'footstep', 'father', 'die', 'sea', 'jacqu', 'boy', 'bewilder', 'scientist', 'jacqu', 'harbor', 'remark', 'abil', 'adjust', 'heart', 'rate', 'breath', 'pattern', 'water', 'vital', 'sign', 'close', 'resembl', 'dolphin', 'men', ' ', 'enzo', 'persuad', 'reluct', 'jacqu', 'compet', 'free', 'dive', 'contest', ' ', 'determin', 'dive', 'deeper', 'longer', 'without', 'scuba', 'gear', ' ', 'jacqu', 'meet', 'johana', 'beauti', 'insur', 'investig', 'america', 'find', 'must', 'choos', 'love', 'love', 'sea']","['Drama', 'Romance', 'Adventure']"
1441,en,Star Trek II: The Wrath of Khan,"['starship', 'enterpris', 'crew', 'pull', 'back', 'action', 'old', 'nemesi', 'khan', 'steal', 'top', 'secret', 'devic', 'call', 'project', 'genesi']","['Action', 'Adventure', 'Science Fiction', 'Thriller']"
1442,en,Crush,"['aspir', 'young', 'artist', 'forc', 'join', 'high', 'school', 'track', 'team', 'use', 'opportun', 'pursu', 'girl', 'she', 's', 'harbor', 'longtim', 'crush', 'soon', 'find', 'fall', 'unexpect', 'teammat', 'discov', 'real', 'love', 'feel', 'like']","['Comedy', 'Romance']"
1443,fr,Patients,"['seriou', 'sport', 'accid', 'swim', 'pool', 'ben', 'incomplet', 'quadripleg', 'arriv', 'rehabilit', 'center', 'meet', 'handicap', 'person', 'tetrapleg', 'parapleg', 'traumat', 'crania', 'victim', 'accid', 'well', 'handicap', 'sinc', 'earli', 'childhood', 'go', 'impot', 'despair', 'resign', 'daili', 'struggl', 'learn', 'move', 'finger', 'hold', 'fork', 'slowli', 'find', 'littl', 'mobil', 'other', 'receiv', 'verdict', 'handicap', 'life', 'despit', 'everyth', 'hope', 'friendship', 'help', 'endur', 'difficulti']","['Drama', 'Comedy']"
1444,en,The Conjuring: The Devil Made Me Do It,"['paranorm', 'investig', 'ed', 'lorrain', 'warren', 'encount', 'would', 'becom', 'one', 'sensat', 'case', 'file', 'fight', 'soul', 'young', 'boy', 'take', 'beyond', 'anyth', 'they', 'd', 'ever', 'seen', 'mark', 'first', 'time', 'us', 'histori', 'murder', 'suspect', 'would', 'claim', 'demon', 'possess', 'defens']","['Horror', 'Mystery', 'Thriller']"
1445,ko,신세계,"['undercov', 'cop', 'loyalti', 'test', 'boss', 'corpor', 'gang', 'he', 's', 'spent', 'year', 'infiltr', 'die']","['Thriller', 'Crime', 'Drama']"
1446,en,The Lady Vanishes,"['train', 'head', 'england', 'group', 'travel', 'delay', 'avalanch', 'hole', 'hotel', 'fiction', 'european', 'countri', 'young', 'iri', 'befriend', 'elderli', 'miss', 'froy', 'train', 'resum', 'iri', 'suffer', 'bout', 'unconsci', 'wake', 'find', 'old', 'woman', 'disappear', 'passeng', 'omin', 'deni', 'miss', 'froy', 'ever', 'exist', 'iri', 'begin', 'investig', 'anoth', 'travel', 'pair', 'sleuth', 'romant', 'spark', 'fli']","['Mystery', 'Thriller', 'Comedy']"
1447,en,The Unforgivable,"['woman', 'releas', 'prison', 'serv', 'sentenc', 'violent', 'crime', 'reenter', 'societi', 'refus', 'forgiv', 'past']","['Drama', 'Crime']"
1448,en,Hedwig and the Angry Inch,"['rais', 'boy', 'east', 'berlin', 'hedwig', 'undergo', 'person', 'transform', 'order', 'emigr', 'us', 'reinvent', '“', 'intern', 'ignor', '”', 'divin', 'talent', 'rock', 'diva', 'inhabit', '“', 'beauti', 'gender', 'one', '”']","['Comedy', 'Music', 'Drama']"
1449,en,Lifted,"['overconfid', 'teen', 'alien', 'get', 'behind', 'control', 'spaceship', 'must', 'attempt', 'abduct', 'slumber', 'farmer', 'watch', 'eye', 'critic', 'instructor', 'abduct', 'human', 'requir', 'precis', 'gentl', 'touch', 'within', 'misstep', 'pain', 'clear', 'human', 'do', 'nt', 'go', 'miss', 'everi', 'year']","['Family', 'Animation', 'Science Fiction', 'Comedy']"
1450,en,The Adventures of Robin Hood,"['robin', 'hood', 'fight', 'nobli', 'justic', 'evil', 'sir', 'guy', 'gisbourn', 'strive', 'win', 'hand', 'beauti', 'maid', 'marian']","['Adventure', 'Romance', 'History']"
1451,en,Ray,"['born', 'sharecrop', 'plantat', 'northern', 'florida', 'ray', 'charl', 'went', 'blind', 'seven', 'inspir', 'fierc', 'independ', 'mom', 'insist', 'make', 'way', 'found', 'call', 'gift', 'behind', 'piano', 'keyboard', 'tour', 'across', 'southern', 'music', 'circuit', 'soul', 'singer', 'gain', 'reput', 'explod', 'worldwid', 'fame', 'pioneer', 'coupl', 'gospel', 'countri', 'togeth']","['Drama', 'Music']"
1452,de,Gegen die Wand,"['intent', 'break', 'free', 'strict', 'famili', 'restrict', 'suicid', 'young', 'woman', 'set', 'marriag', 'conveni', 'fortyyearold', 'addict', 'act', 'lead', 'outburst', 'enviou', 'love']","['Drama', 'Romance']"
1453,en,"Batman: The Long Halloween, Part One","['follow', 'brutal', 'seri', 'murder', 'take', 'place', 'halloween', 'thanksgiv', 'christma', 'gotham', 'citi', 'young', 'vigilant', 'known', 'batman', 'set', 'pursu', 'mysteri', 'serial', 'killer', 'alongsid', 'polic', 'offic', 'jame', 'gordon', 'district', 'attorney', 'harvey', 'dent']","['Animation', 'Mystery', 'Action', 'Crime']"
1454,en,The Thin Red Line,"['stori', 'group', 'men', 'armi', 'rifl', 'compani', 'call', 'cforcharli', 'chang', 'suffer', 'ultim', 'make', 'essenti', 'discoveri', 'fierc', 'world', 'war', 'ii', 'battl', 'guadalcan', 'follow', 'journey', 'surpris', 'unoppos', 'land', 'bloodi', 'exhaust', 'battl', 'follow', 'ultim', 'departur', 'surviv']","['Drama', 'History', 'War']"
1455,es,Celda 211,"['stori', 'two', 'men', 'differ', 'side', 'prison', 'riot', ' ', 'inmat', 'lead', 'rebellion', 'young', 'guard', 'trap', 'revolt', 'pose', 'prison', 'desper', 'attempt', 'surviv', 'ordeal']","['Action', 'Thriller', 'Drama']"
1456,en,Ordinary People,"['beth', 'calvin', 'son', 'conrad', 'live', 'aftermath', 'death', 'son', 'conrad', 'overcom', 'grief', 'misplac', 'guilt', 'extent', 'suicid', 'attempt', 'therapi', 'beth', 'alway', 'prefer', 'brother', 'difficulti', 'support', 'conrad', 'calvin', 'trap', 'two', 'tri', 'hold', 'famili', 'togeth']",['Drama']
1457,en,Migration,"['migrat', 'duck', 'famili', 'alight', 'pond', 'thrill', 'tale', 'farflung', 'place', 'mallard', 'famili', 'embark', 'famili', 'road', 'trip', 'new', 'england', 'new', 'york', 'citi', 'tropic', 'jamaica']","['Animation', 'Action', 'Adventure', 'Comedy', 'Family']"
1458,en,The Last Duel,"['king', 'charl', 'vi', 'declar', 'knight', 'jean', 'de', 'carroug', 'settl', 'disput', 'squir', 'jacqu', 'le', 'gri', 'challeng', 'duel']","['History', 'Drama', 'Action']"
1459,en,Stargirl,"['leo', 'borlock', 'averag', 'student', 'mica', 'high', 'school', 'get', 'decent', 'grade', 'member', 'school', 'march', 'band', 'alway', 'content', 'fli', 'radar', 'chang', 'meet', 'stargirl', 'caraway', 'confid', 'color', 'new', 'student', 'penchant', 'ukulel', 'stand', 'crowd', 'kind', 'find', 'magic', 'mundan', 'touch', 'live', 'other', 'simplest', 'gestur', 'eccentr', 'infecti', 'person', 'charm', 'leo', 'student', 'bodi', 'quickli', 'goe', 'ignor', 'ridicul', 'accept', 'prais', 'back', 'send', 'leo', 'rollercoast', 'ride', 'emot']","['Comedy', 'Drama', 'Romance', 'Family']"
1460,en,The Right Stuff,"['space', 'race', 'ensu', 'seven', 'pilot', 'set', 'path', 'becom', 'first', 'american', 'astronaut', 'enter', 'space', 'howev', 'road', 'make', 'histori', 'bring', 'forth', 'moment', 'challeng']","['Drama', 'History', 'Adventure']"
1461,fr,Illusions perdues,"['lucien', 'de', 'rubempré', 'young', 'lowerclass', 'poet', 'leav', 'famili', 'print', 'hous', 'pari', 'soon', 'learn', 'dark', 'side', 'art', 'busi', 'tri', 'stay', 'true', 'dream']","['Drama', 'Romance', 'History']"
1462,en,Promising Young Woman,"['young', 'woman', 'traumat', 'tragic', 'event', 'past', 'seek', 'vengeanc', 'cross', 'path']","['Thriller', 'Crime', 'Drama']"
1463,no,"Oslo, 31. august","['one', 'day', 'life', 'ander', 'young', 'recov', 'drug', 'addict', 'take', 'brief', 'leav', 'treatment', 'center', 'interview', 'job', 'catch', 'old', 'friend', 'oslo']",['Drama']
1464,en,District 9,"['thirti', 'year', 'ago', 'alien', 'arriv', 'earth', 'not', 'conquer', 'give', 'aid', 'find', 'refug', 'die', 'planet', 'separ', 'human', 'south', 'african', 'area', 'call', 'district', '9', 'alien', 'manag', 'multin', 'unit', 'unconcern', 'alien', 'welfar', 'anyth', 'master', 'advanc', 'technolog', 'compani', 'field', 'agent', 'contract', 'mysteri', 'viru', 'begin', 'alter', 'dna', 'one', 'place', 'hide', 'district', '9']",['Science Fiction']
1465,en,Once Upon a Time... in Hollywood,"['lo', 'angel', '1969', 'tv', 'star', 'rick', 'dalton', 'struggl', 'actor', 'special', 'western', 'stuntman', 'cliff', 'booth', 'best', 'friend', 'tri', 'surviv', 'constantli', 'chang', 'movi', 'industri', 'dalton', 'neighbor', 'young', 'promis', 'actress', 'model', 'sharon', 'tate', 'marri', 'prestigi', 'polish', 'director', 'roman', 'polanski', '…']","['Comedy', 'Drama', 'Thriller']"
1466,en,The Guernsey Literary & Potato Peel Pie Society,"['freespirit', 'writer', 'juliet', 'ashton', 'form', 'lifechang', 'bond', 'delight', 'eccentr', 'guernsey', 'literari', 'potato', 'peel', 'pie', 'societi', 'decid', 'write', 'book', 'club', 'form', 'occup', 'guernsey', 'wwii']","['Romance', 'Drama', 'History']"
1467,en,Miss Sloane,"['ambiti', 'lobbyist', 'face', 'power', 'gun', 'lobbi', 'attempt', 'pass', 'gun', 'control', 'legisl']","['Drama', 'Crime']"
1468,en,Captain America: Civil War,"['follow', 'event', 'age', 'ultron', 'collect', 'govern', 'world', 'pass', 'act', 'design', 'regul', 'superhuman', 'activ', 'polar', 'opinion', 'amongst', 'aveng', 'caus', 'two', 'faction', 'side', 'iron', 'man', 'captain', 'america', 'caus', 'epic', 'battl', 'former', 'alli']","['Adventure', 'Action', 'Science Fiction']"
1469,en,Ocean's Eleven,"['less', '24', 'hour', 'parol', 'charismat', 'thief', 'danni', 'ocean', 'alreadi', 'roll', 'next', 'plan', 'one', 'night', 'danni', 'handpick', 'crew', 'specialist', 'attempt', 'steal', '150', 'million', 'three', 'la', 'vega', 'casino', 'score', 'cash', 'danni', 'risk', 'chanc', 'reconcil', 'exwif', 'tess']","['Thriller', 'Crime']"
1470,en,Justice Society: World War II,"['flash', 'find', 'drop', 'middl', 'world', 'war', 'ii', 'join', 'forc', 'wonder', 'woman', 'topsecret', 'team', 'known', 'justic', 'societi', 'america']","['Animation', 'War', 'Science Fiction']"
1471,en,John Wick: Chapter 3 - Parabellum,"['superassassin', 'john', 'wick', 'return', '14', 'million', 'price', 'tag', 'head', 'armi', 'bountyhunt', 'killer', 'trail', 'kill', 'member', 'shadowi', 'intern', 'assassin', '’s', 'guild', 'high', 'tabl', 'john', 'wick', 'excommunicado', 'world', '’s', 'ruthless', 'hit', 'men', 'women', 'await', 'everi', 'turn']","['Action', 'Thriller', 'Crime']"
1472,fr,Un chien andalou,"['un', 'chien', 'andal', 'european', 'avantgard', 'surrealist', 'film', 'collabor', 'director', 'lui', 'buñuel', 'salvador', 'dali']","['Horror', 'Fantasy']"
1473,cn,功夫,"['1940', 'notori', 'axe', 'gang', 'terror', 'shanghai', 'smalltim', 'crimin', 'sing', 'bone', 'hope', 'join', 'manag', 'make', 'lot', 'danger', 'enemi', 'fortun', 'kung', 'fu', 'master', 'hidden', 'strength', 'found', 'unlik', 'place', 'take', 'entir', 'axe', 'gang']","['Action', 'Comedy', 'Crime', 'Fantasy']"
1474,es,Abre los ojos,"['handsom', 'man', 'find', 'love', 'life', 'suffer', 'accid', 'need', 'face', 'rebuilt', 'surgeri', 'sever', 'disfigur']","['Drama', 'Thriller', 'Science Fiction']"
1475,en,South Park: Post COVID: The Return of COVID,"['stan', 'kyle', 'cartman', 'could', 'work', 'togeth', 'could', 'go', 'back', 'time', 'make', 'sure', 'covid', 'never', 'happen', 'travel', 'back', 'past', 'seem', 'easi', 'answer', 'meet', 'victor', 'chao']","['Animation', 'Comedy', 'TV Movie']"
1476,it,Il vangelo secondo Matteo,"['biblic', 'drama', 'cathol', 'marxist', 'director', 'focus', 'teach', 'jesu', 'includ', 'parabl', 'reflect', 'revolutionari', 'natur', 'jesu', 'travel', 'along', 'coast', 'sea', 'galile', 'gradual', 'gather', 'follow', 'lead', 'direct', 'conflict', 'author']",['Drama']
1477,en,The Outlaw Josey Wales,"['aveng', 'famili', 'brutal', 'murder', 'wale', 'pursu', 'pack', 'soldier', 'prefer', 'travel', 'alon', 'ragtag', 'outcast', 'drawn', ' ', 'wale', 'ca', 'nt', 'bring', 'leav', 'unprotect']",['Western']
1478,fr,Cet obscur objet du désir,"['dump', 'bucket', 'water', 'beauti', 'young', 'woman', 'window', 'train', 'car', 'wealthi', 'frenchman', 'mathieu', 'regal', 'fellow', 'passeng', 'stori', 'dysfunct', 'relationship', 'young', 'woman', 'question', 'fieri', '19yearold', 'flamenco', 'dancer', 'name', 'conchita', 'follow', 'tale', 'cruelti', 'deprav', 'lie', ' ', 'build', 'block', 'love']","['Comedy', 'Drama', 'Romance']"
1479,en,Ciao Alberto,"['best', 'friend', 'luca', 'away', 'school', 'alberto', 'enjoy', 'new', 'life', 'portorosso', 'work', 'alongsid', 'massimo', '—', 'the', 'impos', 'tattoo', 'onearm', 'fisherman', 'word', '—', 'who', 'quit', 'possibl', 'coolest', 'human', 'entir', 'world', 'far', 'alberto', 'concern', 'want', 'anyth', 'impress', 'mentor', 'easier', 'said', 'done']","['Animation', 'Comedy', 'Family', 'Fantasy']"
1480,en,Love & Basketball,"['monica', 'wright', 'quinci', 'mccall', 'grew', 'neighborhood', 'known', 'sinc', 'childhood', 'grow', 'adulthood', 'fall', 'love', 'also', 'share', 'anoth', 'allconsum', 'passion', 'basketbal', ' ', 'quinci', 'monica', 'struggl', 'make', 'relationship', 'work', 'follow', 'separ', 'career', 'path', 'though', 'high', 'school', 'colleg', 'basketbal', 'hope', 'stardom', 'bigleagu', 'profession', 'ball']","['Comedy', 'Drama', 'Romance']"
1481,en,The Mauritanian,"['true', 'stori', 'mauritanian', 'mohamed', 'ould', 'slahi', 'held', 'us', 'militari', 'guantanamo', 'bay', 'detent', 'center', 'without', 'charg', 'decad', 'sought', 'help', 'defens', 'attorney', 'releas']","['Drama', 'Thriller']"
1482,en,Wind River,"['fbi', 'agent', 'team', 'town', 'veteran', 'game', 'tracker', 'investig', 'murder', 'occur', 'nativ', 'american', 'reserv']","['Crime', 'Drama', 'Mystery', 'Thriller']"
1483,it,Lo chiamavano Jeeg Robot,"['come', 'contact', 'radioact', 'wast', 'smalltim', 'crook', 'enzo', 'ceccotti', 'gain', 'superstrength', 'misanthrop', 'introvert', 'brute', 'use', 'new', 'power', 'person', 'gain', 'meet', 'alessia', 'mental', 'ill', 'girl', 'believ', 'enzo', 'hero', 'favorit', 'anim', 'steel', 'jeeg']","['Drama', 'Action', 'Comedy']"
1484,en,Unbroken,"['chronicl', 'life', 'loui', 'zamperini', 'olymp', 'runner', 'taken', 'prison', 'japanes', 'forc', 'world', 'war', 'ii']","['Drama', 'War']"
1485,en,Predestination,"['predestin', 'chronicl', 'life', 'tempor', 'agent', 'sent', 'intric', 'seri', 'timetravel', 'journey', 'design', 'prevent', 'futur', 'killer', 'commit', 'crime', 'final', 'assign', 'agent', 'must', 'stop', 'one', 'crimin', 'elud', 'throughout', 'time', 'prevent', 'devast', 'attack', 'thousand', 'live', 'lost']","['Science Fiction', 'Thriller']"
1486,en,Lemonade Mouth,"['five', 'ragtag', 'freshman', 'first', 'meet', 'detent', 'seem', 'noth', 'common', 'music', 'form', 'unbreak', 'bond', 'discov', 'make', 'greatest', 'high', 'school', 'garag', 'band', 'histori', '!', 'face', 'incred', 'odd', 'olivia', 'stella', 'wen', 'mohini', 'charli', 'find', 'make', 'real', 'differ', 'learn', 'lean', 'let', 'go', 'everyth', 'hold', 'back', 'dream']","['Drama', 'Comedy', 'TV Movie']"
1487,en,Chaplin,"['age', 'charli', 'chaplin', 'narrat', 'life', 'autobiographi', 'editor', 'includ', 'rise', 'wealth', 'comed', 'fame', 'poverti', 'turbul', 'person', 'life', 'runin', 'fbi']",['Drama']
1488,en,Erin Brockovich,"['twicedivorc', 'mother', 'three', 'see', 'injustic', 'take', 'bad', 'guy', 'win', ' ', 'littl', 'help', 'pushup', 'bra', 'erin', 'goe', 'work', 'attorney', 'come', 'across', 'medic', 'record', 'describ', 'ill', 'cluster', 'one', 'nearbi', 'town', 'start', 'investig', 'soon', 'expos', 'monument', 'coverup']",['Drama']
1489,en,The Last Letter from Your Lover,"['young', 'journalist', 'london', 'becom', 'obsess', 'seri', 'letter', 'discov', 'recount', 'intens', 'starcross', 'love', 'affair', '1960']","['Drama', 'Romance']"
1490,en,The Farewell,"['headstrong', 'chineseamerican', 'woman', 'return', 'china', 'belov', 'grandmoth', 'given', 'termin', 'diagnosi', 'billi', 'struggl', 'famili', 'decis', 'keep', 'grandma', 'dark', 'ill', 'stage', 'impromptu', 'wed', 'see', 'grandma', 'one', 'last', 'time']","['Comedy', 'Drama']"
1491,en,Nocturnal Animals,"['susan', 'morrow', 'receiv', 'book', 'manuscript', 'exhusband', '–', 'man', 'left', '20', 'year', 'earlier', '–', 'ask', 'opinion', 'write', 'read', 'drawn', 'fiction', 'life', 'toni', 'hast', 'mathemat', 'professor', 'whose', 'famili', 'vacat', 'turn', 'violent']","['Drama', 'Thriller']"
1492,en,Lone Survivor,"['four', 'navi', 'seal', 'covert', 'mission', 'neutral', 'highlevel', 'taliban', 'oper', 'must', 'make', 'imposs', 'moral', 'decis', 'mountain', 'afghanistan', 'lead', 'enemi', 'ambush', 'confront', 'unthink', 'odd', 'seal', 'must', 'find', 'reserv', 'strength', 'resili', 'fight', 'finish']","['War', 'Action', 'Drama']"
